46370.000000	-45289.201000	-16300.646000	-23482.612000	4.520000	16.790000	219.760000	17751.127227	-3975.987968	50750.944712
46370.100000	-45284.582000	-16246.933000	-23521.906000	4.520000	16.780000	219.990000	17751.148414	-3975.977134	50750.924514
46370.200000	-45280.514000	-16192.993000	-23560.071000	4.530000	16.770000	220.220000	17751.169478	-3975.966234	50750.904494
46370.300000	-45276.426000	-16138.653000	-23598.084000	4.540000	16.760000	220.450000	17751.190469	-3975.955271	50750.884590
46370.400000	-45271.730000	-16083.797000	-23636.972000	4.540000	16.750000	220.680000	17751.211421	-3975.944271	50750.865125
46370.500000	-45265.891000	-16028.424000	-23677.546000	4.540000	16.750000	220.900000	17751.232223	-3975.933199	50750.845499
46370.600000	-45258.668000	-15972.690000	-23720.018000	4.550000	16.750000	221.130000	17751.252953	-3975.922064	50750.825990
46370.700000	-45250.398000	-15916.865000	-23763.703000	4.550000	16.760000	221.360000	17751.273585	-3975.910870	50750.806999
46370.800000	-45241.982000	-15861.269000	-23807.157000	4.550000	16.760000	221.590000	17751.294120	-3975.899607	50750.787784
46370.900000	-45234.528000	-15806.205000	-23848.649000	4.560000	16.770000	221.810000	17751.314562	-3975.888304	50750.769071
46371.000000	-45228.889000	-15751.861000	-23886.727000	4.560000	16.760000	222.040000	17751.334933	-3975.876938	50750.750474
46371.100000	-45225.434000	-15698.274000	-23920.641000	4.570000	16.750000	222.260000	17751.355103	-3975.865498	50750.731778
46371.200000	-45224.207000	-15645.381000	-23950.404000	4.570000	16.730000	222.490000	17751.375226	-3975.854001	50750.713538
46371.300000	-45225.097000	-15593.101000	-23976.531000	4.580000	16.710000	222.710000	17751.395200	-3975.842431	50750.695137
46371.400000	-45227.650000	-15541.372000	-23999.955000	4.590000	16.690000	222.930000	17751.415186	-3975.830828	50750.677113
46371.500000	-45231.025000	-15490.167000	-24021.936000	4.600000	16.660000	223.160000	17751.434913	-3975.819128	50750.659070
46371.600000	-45234.201000	-15439.523000	-24043.880000	4.610000	16.630000	223.380000	17751.454658	-3975.807413	50750.641385
46371.700000	-45236.531000	-15389.545000	-24067.003000	4.620000	16.610000	223.600000	17751.474189	-3975.795584	50750.623637
46371.800000	-45237.685000	-15340.420000	-24092.086000	4.630000	16.590000	223.830000	17751.493654	-3975.783711	50750.605988
46371.900000	-45237.568000	-15292.404000	-24119.293000	4.650000	16.580000	224.060000	17751.512996	-3975.771773	50750.588517
46372.000000	-45236.217000	-15245.768000	-24148.185000	4.660000	16.560000	224.280000	17751.532221	-3975.759789	50750.571207
46372.100000	-45233.824000	-15200.713000	-24177.792000	4.680000	16.560000	224.500000	17751.551367	-3975.747722	50750.554032
46372.200000	-45230.971000	-15157.219000	-24206.619000	4.700000	16.550000	224.730000	17751.570402	-3975.735630	50750.536999
46372.300000	-45228.755000	-15114.952000	-24232.789000	4.720000	16.550000	224.950000	17751.589217	-3975.723402	50750.519922
46372.400000	-45228.326000	-15073.352000	-24254.595000	4.740000	16.530000	225.170000	17751.607921	-3975.711149	50750.502987
46372.500000	-45230.489000	-15031.806000	-24270.953000	4.760000	16.510000	225.380000	17751.626502	-3975.698831	50750.486231
46372.600000	-45235.652000	-14989.776000	-24281.725000	4.780000	16.480000	225.590000	17751.645017	-3975.686469	50750.469573
46372.700000	-45243.734000	-14946.829000	-24287.958000	4.800000	16.440000	225.800000	17751.663408	-3975.674042	50750.453095
46372.800000	-45253.677000	-14902.621000	-24292.230000	4.810000	16.390000	226.000000	17751.681585	-3975.661499	50750.436553
46372.900000	-45263.259000	-14856.904000	-24298.683000	4.820000	16.340000	226.210000	17751.699704	-3975.648933	50750.420092
46373.000000	-45269.341000	-14809.550000	-24312.448000	4.830000	16.290000	226.430000	17751.717699	-3975.636302	50750.403809
46373.100000	-45268.592000	-14760.519000	-24338.426000	4.850000	16.280000	226.640000	17751.735570	-3975.623606	50750.387706
46373.200000	-45258.466000	-14709.863000	-24379.821000	4.860000	16.300000	226.860000	17751.753233	-3975.610814	50750.371521
46373.300000	-45238.126000	-14657.820000	-24437.268000	4.870000	16.350000	227.080000	17751.770838	-3975.597999	50750.355417
46373.400000	-45208.341000	-14604.853000	-24509.188000	4.870000	16.420000	227.300000	17751.788268	-3975.585116	50750.339553
46373.500000	-45170.909000	-14551.483000	-24592.706000	4.880000	16.490000	227.520000	17751.805632	-3975.572190	50750.323789
46373.600000	-45127.944000	-14498.078000	-24684.660000	4.900000	16.570000	227.740000	17751.822872	-3975.559199	50750.308202
46373.700000	-45081.423000	-14444.794000	-24782.178000	4.910000	16.650000	227.970000	17751.839905	-3975.546112	50750.292535
46373.800000	-45032.801000	-14391.689000	-24882.938000	4.920000	16.730000	228.190000	17751.856872	-3975.532983	50750.276967
46373.900000	-44983.041000	-14338.844000	-24985.142000	4.930000	16.820000	228.410000	17751.873671	-3975.519805	50750.261621
46374.000000	-44932.781000	-14286.382000	-25087.209000	4.940000	16.910000	228.640000	17751.890398	-3975.506564	50750.246392
46374.100000	-44882.745000	-14234.373000	-25187.530000	4.950000	17.000000	228.860000	17751.906865	-3975.493226	50750.231144
46374.200000	-44834.134000	-14182.741000	-25284.411000	4.970000	17.090000	229.080000	17751.923351	-3975.479874	50750.216255
46374.300000	-44788.349000	-14131.265000	-25376.228000	4.980000	17.160000	229.300000	17751.939636	-3975.466447	50750.201266
46374.400000	-44746.497000	-14079.630000	-25461.685000	5.000000	17.230000	229.530000	17751.955797	-3975.452955	50750.186456
46374.500000	-44709.356000	-14027.456000	-25539.834000	5.010000	17.290000	229.760000	17751.971835	-3975.439396	50750.171825
46374.600000	-44677.497000	-13974.411000	-25610.031000	5.030000	17.330000	229.990000	17751.987755	-3975.425793	50750.157355
46374.700000	-44651.233000	-13920.350000	-25671.922000	5.040000	17.370000	230.220000	17752.003552	-3975.412123	50750.143063
46374.800000	-44630.622000	-13865.356000	-25725.511000	5.050000	17.390000	230.460000	17752.019148	-3975.398379	50750.128672
46374.900000	-44615.750000	-13809.665000	-25771.088000	5.060000	17.400000	230.690000	17752.034711	-3975.384619	50750.114702
46375.000000	-44606.406000	-13753.517000	-25809.106000	5.070000	17.410000	230.930000	17752.050066	-3975.370763	50750.100651
46375.100000	-44602.083000	-13696.992000	-25840.141000	5.090000	17.410000	231.170000	17752.065388	-3975.356891	50750.087020
46375.200000	-44602.039000	-13639.892000	-25865.190000	5.110000	17.390000	231.410000	17752.080509	-3975.342945	50750.073290
46375.300000	-44605.163000	-13581.844000	-25886.041000	5.120000	17.360000	231.660000	17752.095447	-3975.328910	50750.059819
46375.400000	-44610.026000	-13522.611000	-25905.003000	5.140000	17.330000	231.910000	17752.110412	-3975.314882	50750.046689
46375.500000	-44615.192000	-13462.261000	-25924.136000	5.150000	17.320000	232.160000	17752.125168	-3975.300758	50750.033477
46375.600000	-44619.754000	-13401.082000	-25944.688000	5.160000	17.300000	232.420000	17752.139756	-3975.286587	50750.020488
46375.700000	-44623.388000	-13339.356000	-25967.120000	5.180000	17.290000	232.670000	17752.154278	-3975.272372	50750.007598
46375.800000	-44626.005000	-13277.243000	-25991.438000	5.190000	17.280000	232.910000	17752.168618	-3975.258070	50749.994967
46375.900000	-44627.527000	-13214.857000	-26017.521000	5.200000	17.280000	233.160000	17752.182900	-3975.243744	50749.982416
46376.000000	-44627.706000	-13152.459000	-26045.348000	5.210000	17.270000	233.420000	17752.196954	-3975.229348	50749.970168
46376.100000	-44626.054000	-13090.565000	-26075.133000	5.220000	17.260000	233.670000	17752.210950	-3975.214928	50749.958001
46376.200000	-44621.969000	-13029.838000	-26107.315000	5.240000	17.260000	233.930000	17752.224732	-3975.200394	50749.945771
46376.300000	-44615.000000	-12970.779000	-26142.340000	5.260000	17.260000	234.170000	17752.238480	-3975.185843	50749.933961
46376.400000	-44604.927000	-12913.474000	-26180.623000	5.280000	17.270000	234.420000	17752.251982	-3975.171235	50749.922096
46376.500000	-44591.795000	-12857.626000	-26222.454000	5.300000	17.280000	234.660000	17752.265497	-3975.156594	50749.910608
46376.600000	-44575.926000	-12802.784000	-26267.706000	5.320000	17.310000	234.910000	17752.278752	-3975.141855	50749.899101
46376.700000	-44558.126000	-12748.524000	-26315.553000	5.340000	17.340000	235.150000	17752.291896	-3975.127090	50749.887736
46376.800000	-44539.631000	-12694.561000	-26364.510000	5.360000	17.370000	235.380000	17752.305001	-3975.112289	50749.876810
46376.900000	-44521.654000	-12640.913000	-26412.832000	5.380000	17.400000	235.610000	17752.317853	-3975.097411	50749.865847
46377.000000	-44505.177000	-12587.924000	-26458.841000	5.390000	17.430000	235.840000	17752.330549	-3975.082440	50749.854741
46377.100000	-44490.783000	-12536.055000	-26501.225000	5.410000	17.450000	236.070000	17752.343167	-3975.067471	50749.844100
46377.200000	-44478.830000	-12485.630000	-26539.126000	5.430000	17.460000	236.290000	17752.355526	-3975.052404	50749.833440
46377.300000	-44469.842000	-12436.721000	-26571.877000	5.450000	17.460000	236.510000	17752.367903	-3975.037323	50749.823138
46377.400000	-44464.298000	-12389.182000	-26598.930000	5.470000	17.460000	236.730000	17752.380035	-3975.022185	50749.812781
46377.500000	-44462.576000	-12342.697000	-26619.712000	5.490000	17.460000	236.950000	17752.392042	-3975.006982	50749.802602
46377.600000	-44465.228000	-12296.812000	-26633.374000	5.510000	17.460000	237.160000	17752.403843	-3974.991683	50749.792343
46377.700000	-44473.113000	-12251.011000	-26639.028000	5.540000	17.430000	237.370000	17752.415616	-3974.976389	50749.782486
46377.800000	-44486.968000	-12204.882000	-26636.290000	5.550000	17.390000	237.580000	17752.427137	-3974.961017	50749.772593
46377.900000	-44506.869000	-12158.252000	-26625.651000	5.570000	17.340000	237.800000	17752.438483	-3974.945577	50749.762940
46378.000000	-44532.074000	-12111.060000	-26608.497000	5.590000	17.280000	238.020000	17752.449776	-3974.930134	50749.753349
46378.100000	-44561.009000	-12063.039000	-26587.018000	5.610000	17.210000	238.230000	17752.460856	-3974.914576	50749.743696
46378.200000	-44591.769000	-12013.581000	-26563.862000	5.630000	17.140000	238.450000	17752.471773	-3974.898990	50749.734248
46378.300000	-44622.593000	-11961.866000	-26541.573000	5.650000	17.080000	238.670000	17752.482574	-3974.883358	50749.724960
46378.400000	-44652.228000	-11907.071000	-26522.025000	5.670000	17.030000	238.900000	17752.493205	-3974.867678	50749.715895
46378.500000	-44680.225000	-11848.484000	-26506.019000	5.680000	16.990000	239.120000	17752.503720	-3974.851953	50749.706990
46378.600000	-44706.809000	-11785.614000	-26493.379000	5.690000	16.940000	239.350000	17752.514033	-3974.836153	50749.697987
46378.700000	-44732.459000	-11718.405000	-26483.471000	5.690000	16.900000	239.590000	17752.524237	-3974.820328	50749.689126
46378.800000	-44757.573000	-11647.422000	-26475.609000	5.680000	16.860000	239.830000	17752.534323	-3974.804457	50749.680426
46378.900000	-44782.260000	-11573.748000	-26469.285000	5.680000	16.820000	240.060000	17752.544234	-3974.788518	50749.671967
46379.000000	-44806.289000	-11498.667000	-26464.323000	5.670000	16.780000	240.300000	17752.553958	-3974.772544	50749.663372
46379.100000	-44829.158000	-11423.394000	-26460.859000	5.670000	16.750000	240.540000	17752.563641	-3974.756534	50749.655217
46379.200000	-44850.306000	-11348.897000	-26459.299000	5.670000	16.710000	240.780000	17752.573131	-3974.740470	50749.646943
46379.300000	-44868.980000	-11275.804000	-26460.426000	5.670000	16.680000	241.020000	17752.582445	-3974.724337	50749.638911
46379.400000	-44884.256000	-11204.365000	-26465.445000	5.680000	16.660000	241.260000	17752.591617	-3974.708152	50749.630700
46379.500000	-44895.116000	-11134.467000	-26475.845000	5.680000	16.650000	241.490000	17752.600710	-3974.691968	50749.622953
46379.600000	-44900.712000	-11065.701000	-26493.235000	5.690000	16.640000	241.730000	17752.609603	-3974.675709	50749.615107
46379.700000	-44900.146000	-10997.450000	-26519.368000	5.700000	16.640000	241.970000	17752.618410	-3974.659432	50749.607743
46379.800000	-44892.514000	-10928.957000	-26555.950000	5.700000	16.660000	242.200000	17752.627069	-3974.643083	50749.600219
46379.900000	-44877.384000	-10859.440000	-26604.019000	5.700000	16.700000	242.420000	17752.635514	-3974.626703	50749.592961
46380.000000	-44854.800000	-10788.266000	-26663.476000	5.700000	16.760000	242.650000	17752.643900	-3974.610300	50749.585783
46380.100000	-44825.422000	-10714.982000	-26733.001000	5.690000	16.840000	242.860000	17752.652111	-3974.593829	50749.578847
46380.200000	-44790.704000	-10639.132000	-26810.313000	5.680000	16.930000	243.080000	17752.660263	-3974.577335	50749.571991
46380.300000	-44752.609000	-10560.090000	-26892.683000	5.670000	17.010000	243.290000	17752.668254	-3974.560813	50749.565340
46380.400000	-44713.221000	-10477.107000	-26977.444000	5.650000	17.100000	243.500000	17752.676075	-3974.544244	50749.558911
46380.500000	-44674.512000	-10389.436000	-27062.049000	5.630000	17.190000	243.710000	17752.683780	-3974.527628	50749.552643
46380.600000	-44638.318000	-10296.507000	-27144.015000	5.600000	17.280000	243.900000	17752.691283	-3974.510938	50749.546276
46380.700000	-44606.227000	-10198.336000	-27221.036000	5.550000	17.360000	244.100000	17752.698767	-3974.494272	50749.540294
46380.800000	-44579.282000	-10096.006000	-27291.215000	5.490000	17.420000	244.280000	17752.706082	-3974.477558	50749.534534
46380.900000	-44557.842000	-9991.688000	-27353.283000	5.420000	17.480000	244.460000	17752.713281	-3974.460799	50749.528935
